metro_code,metro_name,metro_pop,metro_apps,metro_type,variable_name,total_count,loan,denied,is_reliable,reliable_note,odds_ratio,number_denials_compared_to_10_white
45104,"Tacoma-Lakewood, WA",877013,7717,Metropolitan Division,latino,431,399,32,FALSE,Not statistcially significant,1.3,13
45104,"Tacoma-Lakewood, WA",877013,7717,Metropolitan Division,native,55,52,3,FALSE,Not statistcially significant,1.7,17
45104,"Tacoma-Lakewood, WA",877013,7717,Metropolitan Division,asian_cb,687,629,58,TRUE,Statistically significant disparity,1.5,15
11700,"Asheville, NC",454351,4502,Metropolitan Statistical Area,black,50,42,8,FALSE,Not enough variance in variables,3.9,39
11700,"Asheville, NC",454351,4502,Metropolitan Statistical Area,latino,151,128,23,FALSE,Not enough variance in variables,2.5,25
11700,"Asheville, NC",454351,4502,Metropolitan Statistical Area,native,15,14,1,FALSE,Not enough variance in variables,2.1,21
11700,"Asheville, NC",454351,4502,Metropolitan Statistical Area,asian_cb,72,62,10,FALSE,Not enough variance in variables,1.4,14
43620,"Sioux Falls, SD",259348,2588,Metropolitan Statistical Area,black,35,34,1,FALSE,No results,,
43620,"Sioux Falls, SD",259348,2588,Metropolitan Statistical Area,latino,51,49,2,FALSE,No results,,
43620,"Sioux Falls, SD",259348,2588,Metropolitan Statistical Area,native,16,15,1,FALSE,No results,,
43620,"Sioux Falls, SD",259348,2588,Metropolitan Statistical Area,asian_cb,33,33,0,FALSE,No results,,
28060,"Kalispell, MT",99899,955,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
28060,"Kalispell, MT",99899,955,Micropolitan Statistical Area,latino,11,11,0,FALSE,No results,,
28060,"Kalispell, MT",99899,955,Micropolitan Statistical Area,native,9,7,2,FALSE,No results,,
28060,"Kalispell, MT",99899,955,Micropolitan Statistical Area,asian_cb,7,7,0,FALSE,No results,,
41100,"St. George, UT",165811,2322,Metropolitan Statistical Area,black,11,11,0,FALSE,No results,,
41100,"St. George, UT",165811,2322,Metropolitan Statistical Area,latino,110,102,8,FALSE,No results,,
41100,"St. George, UT",165811,2322,Metropolitan Statistical Area,native,7,7,0,FALSE,No results,,
41100,"St. George, UT",165811,2322,Metropolitan Statistical Area,asian_cb,35,30,5,FALSE,No results,,
24300,"Grand Junction, CO",151218,1838,Metropolitan Statistical Area,black,5,5,0,FALSE,No results,,
24300,"Grand Junction, CO",151218,1838,Metropolitan Statistical Area,latino,124,114,10,FALSE,No results,,
24300,"Grand Junction, CO",151218,1838,Metropolitan Statistical Area,native,9,9,0,FALSE,No results,,
24300,"Grand Junction, CO",151218,1838,Metropolitan Statistical Area,asian_cb,29,28,1,FALSE,No results,,
44460,"Steamboat Springs, CO",25072,333,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
44460,"Steamboat Springs, CO",25072,333,Micropolitan Statistical Area,latino,6,6,0,FALSE,No results,,
44460,"Steamboat Springs, CO",25072,333,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
44460,"Steamboat Springs, CO",25072,333,Micropolitan Statistical Area,asian_cb,2,1,1,FALSE,No results,,
24060,"Glenwood Springs, CO",76981,765,Micropolitan Statistical Area,black,5,4,1,FALSE,No results,,
24060,"Glenwood Springs, CO",76981,765,Micropolitan Statistical Area,latino,87,77,10,FALSE,No results,,
24060,"Glenwood Springs, CO",76981,765,Micropolitan Statistical Area,native,5,5,0,FALSE,No results,,
24060,"Glenwood Springs, CO",76981,765,Micropolitan Statistical Area,asian_cb,8,7,1,FALSE,No results,,
40940,"Safford, AZ",37996,147,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
40940,"Safford, AZ",37996,147,Micropolitan Statistical Area,latino,25,23,2,FALSE,No results,,
40940,"Safford, AZ",37996,147,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
40940,"Safford, AZ",37996,147,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
42220,"Santa Rosa-Petaluma, CA",499772,3187,Metropolitan Statistical Area,black,25,24,1,FALSE,Not enough variance in variables,0.3,3
42220,"Santa Rosa-Petaluma, CA",499772,3187,Metropolitan Statistical Area,latino,309,285,24,FALSE,Not enough variance in variables,1.1,11
42220,"Santa Rosa-Petaluma, CA",499772,3187,Metropolitan Statistical Area,native,16,16,0,FALSE,Not enough variance in variables,0,0
42220,"Santa Rosa-Petaluma, CA",499772,3187,Metropolitan Statistical Area,asian_cb,200,182,18,FALSE,Not enough variance in variables,1.6,16
34580,"Mount Vernon-Anacortes, WA",125612,1199,Metropolitan Statistical Area,black,4,3,1,FALSE,No results,,
34580,"Mount Vernon-Anacortes, WA",125612,1199,Metropolitan Statistical Area,latino,75,66,9,FALSE,No results,,
34580,"Mount Vernon-Anacortes, WA",125612,1199,Metropolitan Statistical Area,native,6,5,1,FALSE,No results,,
34580,"Mount Vernon-Anacortes, WA",125612,1199,Metropolitan Statistical Area,asian_cb,34,32,2,FALSE,No results,,
39900,"Reno, NV",460924,4744,Metropolitan Statistical Area,black,34,31,3,FALSE,Not statistcially significant,1.2,12
39900,"Reno, NV",460924,4744,Metropolitan Statistical Area,latino,496,457,39,FALSE,Not statistcially significant,1.3,13
39900,"Reno, NV",460924,4744,Metropolitan Statistical Area,native,19,18,1,FALSE,Not statistcially significant,2.3,23
39900,"Reno, NV",460924,4744,Metropolitan Statistical Area,asian_cb,267,246,21,FALSE,Not statistcially significant,1.4,14
36420,"Oklahoma City, OK",1382841,9978,Metropolitan Statistical Area,black,280,241,39,TRUE,Statistically significant disparity,2.8,28
36420,"Oklahoma City, OK",1382841,9978,Metropolitan Statistical Area,latino,817,747,70,FALSE,Not statistcially significant,1,10
36420,"Oklahoma City, OK",1382841,9978,Metropolitan Statistical Area,native,342,328,14,FALSE,Not statistcially significant,0.9,9
36420,"Oklahoma City, OK",1382841,9978,Metropolitan Statistical Area,asian_cb,525,486,39,FALSE,Not statistcially significant,1.4,14
28180,"Kapaa, HI",71769,364,Micropolitan Statistical Area,black,4,4,0,FALSE,No results,,
28180,"Kapaa, HI",71769,364,Micropolitan Statistical Area,latino,18,18,0,FALSE,No results,,
28180,"Kapaa, HI",71769,364,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
28180,"Kapaa, HI",71769,364,Micropolitan Statistical Area,asian_cb,104,92,12,FALSE,No results,,
44700,"Stockton, CA",742603,5506,Metropolitan Statistical Area,black,222,192,30,TRUE,Statistically significant disparity,2.6,26
44700,"Stockton, CA",742603,5506,Metropolitan Statistical Area,latino,1289,1163,126,TRUE,Statistically significant disparity,1.5,15
44700,"Stockton, CA",742603,5506,Metropolitan Statistical Area,native,21,20,1,FALSE,Not statistcially significant,0.6,6
44700,"Stockton, CA",742603,5506,Metropolitan Statistical Area,asian_cb,1637,1457,180,TRUE,Statistically significant disparity,1.5,15
23940,"Gillette, WY",61930,204,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
23940,"Gillette, WY",61930,204,Micropolitan Statistical Area,latino,9,8,1,FALSE,No results,,
23940,"Gillette, WY",61930,204,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
23940,"Gillette, WY",61930,204,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
14720,"Breckenridge, CO",30649,487,Micropolitan Statistical Area,black,2,1,1,FALSE,No results,,
14720,"Breckenridge, CO",30649,487,Micropolitan Statistical Area,latino,17,14,3,FALSE,No results,,
14720,"Breckenridge, CO",30649,487,Micropolitan Statistical Area,native,2,1,1,FALSE,No results,,
14720,"Breckenridge, CO",30649,487,Micropolitan Statistical Area,asian_cb,8,8,0,FALSE,No results,,
33940,"Montrose, CO",46482,433,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
33940,"Montrose, CO",46482,433,Micropolitan Statistical Area,latino,37,33,4,FALSE,No results,,
33940,"Montrose, CO",46482,433,Micropolitan Statistical Area,native,2,1,1,FALSE,No results,,
33940,"Montrose, CO",46482,433,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,No results,,
29820,"Las Vegas-Henderson-Paradise, NV",2182004,20675,Metropolitan Statistical Area,black,1070,938,132,TRUE,Doesn't meet level of disparity,1.4,14
29820,"Las Vegas-Henderson-Paradise, NV",2182004,20675,Metropolitan Statistical Area,latino,3624,3263,361,FALSE,Not statistcially significant,0.9,9
29820,"Las Vegas-Henderson-Paradise, NV",2182004,20675,Metropolitan Statistical Area,native,77,67,10,FALSE,Not statistcially significant,1.6,16
29820,"Las Vegas-Henderson-Paradise, NV",2182004,20675,Metropolitan Statistical Area,asian_cb,2734,2428,306,TRUE,Doesn't meet level of disparity,1.2,12
40340,"Rochester, MN",217964,2548,Metropolitan Statistical Area,black,67,55,12,FALSE,No results,,
40340,"Rochester, MN",217964,2548,Metropolitan Statistical Area,latino,85,79,6,FALSE,No results,,
40340,"Rochester, MN",217964,2548,Metropolitan Statistical Area,native,6,4,2,FALSE,No results,,
40340,"Rochester, MN",217964,2548,Metropolitan Statistical Area,asian_cb,149,142,7,FALSE,No results,,
15860,"Cañon City, CO",47321,305,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
15860,"Cañon City, CO",47321,305,Micropolitan Statistical Area,latino,11,10,1,FALSE,No results,,
15860,"Cañon City, CO",47321,305,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
15860,"Cañon City, CO",47321,305,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
28140,"Kansas City, MO-KS",2124518,21280,Metropolitan Statistical Area,black,698,624,74,TRUE,Statistically significant disparity,2.2,22
28140,"Kansas City, MO-KS",2124518,21280,Metropolitan Statistical Area,latino,1026,954,72,TRUE,Doesn't meet level of disparity,1.4,14
28140,"Kansas City, MO-KS",2124518,21280,Metropolitan Statistical Area,native,102,95,7,FALSE,Not statistcially significant,2.2,22
28140,"Kansas City, MO-KS",2124518,21280,Metropolitan Statistical Area,asian_cb,771,714,57,TRUE,Statistically significant disparity,1.9,19
10740,"Albuquerque, NM",912108,6720,Metropolitan Statistical Area,black,96,86,10,TRUE,Statistically significant disparity,2.6,26
10740,"Albuquerque, NM",912108,6720,Metropolitan Statistical Area,latino,1897,1748,149,TRUE,Statistically significant disparity,1.6,16
10740,"Albuquerque, NM",912108,6720,Metropolitan Statistical Area,native,89,85,4,FALSE,Not statistcially significant,0.8,8
10740,"Albuquerque, NM",912108,6720,Metropolitan Statistical Area,asian_cb,330,310,20,FALSE,Not statistcially significant,1.4,14
16700,"Charleston-North Charleston, SC",774508,9414,Metropolitan Statistical Area,black,531,444,87,TRUE,Statistically significant disparity,2.2,22
16700,"Charleston-North Charleston, SC",774508,9414,Metropolitan Statistical Area,latino,300,272,28,FALSE,Not statistcially significant,1,10
16700,"Charleston-North Charleston, SC",774508,9414,Metropolitan Statistical Area,native,31,29,2,FALSE,Not statistcially significant,0.8,8
16700,"Charleston-North Charleston, SC",774508,9414,Metropolitan Statistical Area,asian_cb,222,198,24,FALSE,Not statistcially significant,1.4,14
48300,"Wenatchee, WA",118252,990,Metropolitan Statistical Area,black,1,1,0,FALSE,No results,,
48300,"Wenatchee, WA",118252,990,Metropolitan Statistical Area,latino,111,101,10,FALSE,No results,,
48300,"Wenatchee, WA",118252,990,Metropolitan Statistical Area,native,10,9,1,FALSE,No results,,
48300,"Wenatchee, WA",118252,990,Metropolitan Statistical Area,asian_cb,19,17,2,FALSE,No results,,
18780,"Craig, CO",13127,86,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
18780,"Craig, CO",13127,86,Micropolitan Statistical Area,latino,4,4,0,FALSE,No results,,
18780,"Craig, CO",13127,86,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
18780,"Craig, CO",13127,86,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
17820,"Colorado Springs, CO",723498,7148,Metropolitan Statistical Area,black,102,98,4,FALSE,Not enough variance in variables,1.1,11
17820,"Colorado Springs, CO",723498,7148,Metropolitan Statistical Area,latino,542,511,31,FALSE,Not enough variance in variables,1.2,12
17820,"Colorado Springs, CO",723498,7148,Metropolitan Statistical Area,native,35,35,0,FALSE,Not enough variance in variables,0,0
17820,"Colorado Springs, CO",723498,7148,Metropolitan Statistical Area,asian_cb,244,226,18,FALSE,Not enough variance in variables,1.9,19
46060,"Tucson, AZ",1027207,8926,Metropolitan Statistical Area,black,141,136,5,FALSE,Not statistcially significant,0.5,5
46060,"Tucson, AZ",1027207,8926,Metropolitan Statistical Area,latino,1582,1474,108,FALSE,Not statistcially significant,1.1,11
46060,"Tucson, AZ",1027207,8926,Metropolitan Statistical Area,native,41,36,5,FALSE,Not enough of applications,3.3,33
46060,"Tucson, AZ",1027207,8926,Metropolitan Statistical Area,asian_cb,372,345,27,FALSE,Not statistcially significant,1.4,14
14500,"Boulder, CO",322510,3938,Metropolitan Statistical Area,black,22,19,3,FALSE,Not enough variance in variables,3.9,39
14500,"Boulder, CO",322510,3938,Metropolitan Statistical Area,latino,164,161,3,FALSE,Not enough variance in variables,0.2,2
14500,"Boulder, CO",322510,3938,Metropolitan Statistical Area,native,4,4,0,FALSE,Not enough variance in variables,0,0
14500,"Boulder, CO",322510,3938,Metropolitan Statistical Area,asian_cb,216,201,15,FALSE,Not enough variance in variables,1.8,18
26660,"Huntsville, TX",72321,237,Micropolitan Statistical Area,black,10,7,3,FALSE,No results,,
26660,"Huntsville, TX",72321,237,Micropolitan Statistical Area,latino,21,17,4,FALSE,No results,,
26660,"Huntsville, TX",72321,237,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
26660,"Huntsville, TX",72321,237,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
41500,"Salinas, CA",433410,1695,Metropolitan Statistical Area,black,12,11,1,FALSE,Not statistcially significant,1.9,19
41500,"Salinas, CA",433410,1695,Metropolitan Statistical Area,latino,543,490,53,FALSE,Not statistcially significant,1,10
41500,"Salinas, CA",433410,1695,Metropolitan Statistical Area,native,6,4,2,FALSE,Not enough of applications,7.3,73
41500,"Salinas, CA",433410,1695,Metropolitan Statistical Area,asian_cb,122,106,16,FALSE,Not statistcially significant,1.8,18
24540,"Greeley, CO",305345,4511,Metropolitan Statistical Area,black,20,17,3,FALSE,Not statistcially significant,2.1,21
24540,"Greeley, CO",305345,4511,Metropolitan Statistical Area,latino,564,523,41,FALSE,Not statistcially significant,1.4,14
24540,"Greeley, CO",305345,4511,Metropolitan Statistical Area,native,21,19,2,FALSE,Not statistcially significant,1.7,17
24540,"Greeley, CO",305345,4511,Metropolitan Statistical Area,asian_cb,134,130,4,FALSE,Not statistcially significant,0.5,5
16100,"Carlsbad-Artesia, NM",57732,286,Micropolitan Statistical Area,black,6,6,0,FALSE,No results,,
16100,"Carlsbad-Artesia, NM",57732,286,Micropolitan Statistical Area,latino,70,62,8,FALSE,No results,,
16100,"Carlsbad-Artesia, NM",57732,286,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
16100,"Carlsbad-Artesia, NM",57732,286,Micropolitan Statistical Area,asian_cb,7,7,0,FALSE,No results,,
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,8856,Metropolitan Division,black,74,64,10,FALSE,Not statistcially significant,2.1,21
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,8856,Metropolitan Division,latino,365,336,29,FALSE,Not statistcially significant,1.5,15
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,8856,Metropolitan Division,native,14,12,2,FALSE,Not statistcially significant,2.8,28
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,8856,Metropolitan Division,asian_cb,3354,3118,236,TRUE,Statistically significant disparity,1.5,15
39150,"Prescott Valley-Prescott, AZ",228067,2242,Metropolitan Statistical Area,black,10,9,1,FALSE,No results,,
39150,"Prescott Valley-Prescott, AZ",228067,2242,Metropolitan Statistical Area,latino,115,108,7,FALSE,No results,,
39150,"Prescott Valley-Prescott, AZ",228067,2242,Metropolitan Statistical Area,native,11,10,1,FALSE,No results,,
39150,"Prescott Valley-Prescott, AZ",228067,2242,Metropolitan Statistical Area,asian_cb,19,17,2,FALSE,No results,,
42100,"Santa Cruz-Watsonville, CA",273962,1418,Metropolitan Statistical Area,black,6,6,0,FALSE,No results,,
42100,"Santa Cruz-Watsonville, CA",273962,1418,Metropolitan Statistical Area,latino,150,141,9,FALSE,No results,,
42100,"Santa Cruz-Watsonville, CA",273962,1418,Metropolitan Statistical Area,native,3,2,1,FALSE,No results,,
42100,"Santa Cruz-Watsonville, CA",273962,1418,Metropolitan Statistical Area,asian_cb,76,64,12,FALSE,No results,,
22280,"Fernley, NV",54380,466,Micropolitan Statistical Area,black,3,3,0,FALSE,No results,,
22280,"Fernley, NV",54380,466,Micropolitan Statistical Area,latino,53,50,3,FALSE,No results,,
22280,"Fernley, NV",54380,466,Micropolitan Statistical Area,native,3,3,0,FALSE,No results,,
22280,"Fernley, NV",54380,466,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
36500,"Olympia-Lacey-Tumwater, WA",279711,2402,Metropolitan Statistical Area,black,36,35,1,FALSE,No results,,
36500,"Olympia-Lacey-Tumwater, WA",279711,2402,Metropolitan Statistical Area,latino,98,91,7,FALSE,No results,,
36500,"Olympia-Lacey-Tumwater, WA",279711,2402,Metropolitan Statistical Area,native,17,16,1,FALSE,No results,,
36500,"Olympia-Lacey-Tumwater, WA",279711,2402,Metropolitan Statistical Area,asian_cb,182,166,16,FALSE,No results,,
33260,"Midland, TX",173816,2099,Metropolitan Statistical Area,black,58,51,7,FALSE,Not enough variance in variables,1.5,15
33260,"Midland, TX",173816,2099,Metropolitan Statistical Area,latino,427,397,30,FALSE,Not enough variance in variables,1.2,12
33260,"Midland, TX",173816,2099,Metropolitan Statistical Area,native,13,13,0,FALSE,Not enough variance in variables,0,0
33260,"Midland, TX",173816,2099,Metropolitan Statistical Area,asian_cb,83,76,7,FALSE,Not enough variance in variables,2,20
33140,"Michigan City-La Porte, IN",110154,797,Metropolitan Statistical Area,black,21,19,2,FALSE,Not enough variance in variables,1.6,16
33140,"Michigan City-La Porte, IN",110154,797,Metropolitan Statistical Area,latino,48,39,9,FALSE,Not enough variance in variables,3.1,31
33140,"Michigan City-La Porte, IN",110154,797,Metropolitan Statistical Area,native,2,1,1,FALSE,Not enough variance in variables,42.8,428
33140,"Michigan City-La Porte, IN",110154,797,Metropolitan Statistical Area,asian_cb,7,6,1,FALSE,Not enough variance in variables,7,70
39380,"Pueblo, CO",165982,1087,Metropolitan Statistical Area,black,16,16,0,FALSE,Not enough variance in variables,0,0
39380,"Pueblo, CO",165982,1087,Metropolitan Statistical Area,latino,229,212,17,FALSE,Not enough variance in variables,1.4,14
39380,"Pueblo, CO",165982,1087,Metropolitan Statistical Area,native,7,7,0,FALSE,Not enough variance in variables,0,0
39380,"Pueblo, CO",165982,1087,Metropolitan Statistical Area,asian_cb,25,21,4,FALSE,Not enough variance in variables,1.9,19
46520,"Urban Honolulu, HI",984821,4516,Metropolitan Statistical Area,black,28,24,4,FALSE,Not statistcially significant,2.6,26
46520,"Urban Honolulu, HI",984821,4516,Metropolitan Statistical Area,latino,174,155,19,FALSE,Not statistcially significant,1.7,17
46520,"Urban Honolulu, HI",984821,4516,Metropolitan Statistical Area,native,14,11,3,FALSE,Not enough of applications,4.8,48
46520,"Urban Honolulu, HI",984821,4516,Metropolitan Statistical Area,asian_cb,2779,2614,165,FALSE,Not statistcially significant,1,10
39420,"Pullman, WA",49231,314,Micropolitan Statistical Area,black,5,5,0,FALSE,No results,,
39420,"Pullman, WA",49231,314,Micropolitan Statistical Area,latino,14,12,2,FALSE,No results,,
39420,"Pullman, WA",49231,314,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
39420,"Pullman, WA",49231,314,Micropolitan Statistical Area,asian_cb,14,14,0,FALSE,No results,,
17020,"Chico, CA",225817,1576,Metropolitan Statistical Area,black,10,9,1,FALSE,No results,,
17020,"Chico, CA",225817,1576,Metropolitan Statistical Area,latino,116,112,4,FALSE,No results,,
17020,"Chico, CA",225817,1576,Metropolitan Statistical Area,native,11,10,1,FALSE,No results,,
17020,"Chico, CA",225817,1576,Metropolitan Statistical Area,asian_cb,44,41,3,FALSE,No results,,
33700,"Modesto, CA",543194,3137,Metropolitan Statistical Area,black,64,58,6,FALSE,Not statistcially significant,2,20
33700,"Modesto, CA",543194,3137,Metropolitan Statistical Area,latino,1023,937,86,FALSE,Not statistcially significant,1.4,14
33700,"Modesto, CA",543194,3137,Metropolitan Statistical Area,native,10,7,3,FALSE,Not enough of applications,7.9,79
33700,"Modesto, CA",543194,3137,Metropolitan Statistical Area,asian_cb,277,249,28,FALSE,Not statistcially significant,1.6,16
42200,"Santa Maria-Santa Barbara, CA",444829,2164,Metropolitan Statistical Area,black,12,11,1,FALSE,Not enough variance in variables,1.1,11
42200,"Santa Maria-Santa Barbara, CA",444829,2164,Metropolitan Statistical Area,latino,408,383,25,FALSE,Not enough variance in variables,1,10
42200,"Santa Maria-Santa Barbara, CA",444829,2164,Metropolitan Statistical Area,native,1,1,0,FALSE,Not enough variance in variables,0,0
42200,"Santa Maria-Santa Barbara, CA",444829,2164,Metropolitan Statistical Area,asian_cb,134,119,15,FALSE,Not enough variance in variables,1.6,16
25260,"Hanford-Corcoran, CA",150691,502,Metropolitan Statistical Area,black,6,5,1,FALSE,Not enough variance in variables,26.4,264
25260,"Hanford-Corcoran, CA",150691,502,Metropolitan Statistical Area,latino,174,164,10,FALSE,Not enough variance in variables,2.7,27
25260,"Hanford-Corcoran, CA",150691,502,Metropolitan Statistical Area,native,1,1,0,FALSE,Not enough variance in variables,2.6,26
25260,"Hanford-Corcoran, CA",150691,502,Metropolitan Statistical Area,asian_cb,24,22,2,FALSE,Not enough variance in variables,9.2,92
41060,"St. Cloud, MN",198581,1640,Metropolitan Statistical Area,black,37,28,9,FALSE,No results,,
41060,"St. Cloud, MN",198581,1640,Metropolitan Statistical Area,latino,35,32,3,FALSE,No results,,
41060,"St. Cloud, MN",198581,1640,Metropolitan Statistical Area,native,5,3,2,FALSE,No results,,
41060,"St. Cloud, MN",198581,1640,Metropolitan Statistical Area,asian_cb,28,26,2,FALSE,No results,,
33540,"Missoula, MT",117309,1139,Metropolitan Statistical Area,black,5,5,0,FALSE,No results,,
33540,"Missoula, MT",117309,1139,Metropolitan Statistical Area,latino,15,14,1,FALSE,No results,,
33540,"Missoula, MT",117309,1139,Metropolitan Statistical Area,native,7,7,0,FALSE,No results,,
33540,"Missoula, MT",117309,1139,Metropolitan Statistical Area,asian_cb,12,12,0,FALSE,No results,,
13380,"Bellingham, WA",220821,2314,Metropolitan Statistical Area,black,12,11,1,FALSE,No results,,
13380,"Bellingham, WA",220821,2314,Metropolitan Statistical Area,latino,60,50,10,FALSE,No results,,
13380,"Bellingham, WA",220821,2314,Metropolitan Statistical Area,native,19,15,4,FALSE,No results,,
13380,"Bellingham, WA",220821,2314,Metropolitan Statistical Area,asian_cb,117,97,20,FALSE,No results,,
32900,"Merced, CA",271382,1382,Metropolitan Statistical Area,black,21,20,1,FALSE,Not statistcially significant,0.3,3
32900,"Merced, CA",271382,1382,Metropolitan Statistical Area,latino,639,568,71,FALSE,Not statistcially significant,1.3,13
32900,"Merced, CA",271382,1382,Metropolitan Statistical Area,native,2,1,1,FALSE,Not enough of applications,39.2,392
32900,"Merced, CA",271382,1382,Metropolitan Statistical Area,asian_cb,154,139,15,FALSE,Not statistcially significant,0.9,9
46860,"Vernal, UT",36084,150,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
46860,"Vernal, UT",36084,150,Micropolitan Statistical Area,latino,13,11,2,FALSE,No results,,
46860,"Vernal, UT",36084,150,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
46860,"Vernal, UT",36084,150,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
49100,"Winona, MN",50725,413,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
49100,"Winona, MN",50725,413,Micropolitan Statistical Area,latino,4,2,2,FALSE,No results,,
49100,"Winona, MN",50725,413,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
49100,"Winona, MN",50725,413,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
28100,"Kankakee, IL",110637,524,Metropolitan Statistical Area,black,16,15,1,FALSE,Not enough variance in variables,0.4,4
28100,"Kankakee, IL",110637,524,Metropolitan Statistical Area,latino,25,20,5,FALSE,Not enough variance in variables,2.3,23
28100,"Kankakee, IL",110637,524,Metropolitan Statistical Area,native,2,2,0,FALSE,Not enough variance in variables,0,0
28100,"Kankakee, IL",110637,524,Metropolitan Statistical Area,asian_cb,7,6,1,FALSE,Not enough variance in variables,0.2,2
39460,"Punta Gorda, FL",181067,2086,Metropolitan Statistical Area,black,41,37,4,FALSE,No results,,
39460,"Punta Gorda, FL",181067,2086,Metropolitan Statistical Area,latino,96,81,15,FALSE,No results,,
39460,"Punta Gorda, FL",181067,2086,Metropolitan Statistical Area,native,5,4,1,FALSE,No results,,
39460,"Punta Gorda, FL",181067,2086,Metropolitan Statistical Area,asian_cb,27,24,3,FALSE,No results,,
39860,"Red Wing, MN",46246,383,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
39860,"Red Wing, MN",46246,383,Micropolitan Statistical Area,latino,3,2,1,FALSE,No results,,
39860,"Red Wing, MN",46246,383,Micropolitan Statistical Area,native,5,4,1,FALSE,No results,,
39860,"Red Wing, MN",46246,383,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
25720,"Heber, UT",72811,1173,Micropolitan Statistical Area,black,5,5,0,FALSE,No results,,
25720,"Heber, UT",72811,1173,Micropolitan Statistical Area,latino,40,37,3,FALSE,No results,,
25720,"Heber, UT",72811,1173,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
25720,"Heber, UT",72811,1173,Micropolitan Statistical Area,asian_cb,14,14,0,FALSE,No results,,
37740,"Payson, AZ",53546,333,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
37740,"Payson, AZ",53546,333,Micropolitan Statistical Area,latino,21,18,3,FALSE,No results,,
37740,"Payson, AZ",53546,333,Micropolitan Statistical Area,native,3,3,0,FALSE,No results,,
37740,"Payson, AZ",53546,333,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
48900,"Wilmington, NC",288337,3255,Metropolitan Statistical Area,black,85,74,11,FALSE,No results,,
48900,"Wilmington, NC",288337,3255,Metropolitan Statistical Area,latino,73,68,5,FALSE,No results,,
48900,"Wilmington, NC",288337,3255,Metropolitan Statistical Area,native,9,9,0,FALSE,No results,,
48900,"Wilmington, NC",288337,3255,Metropolitan Statistical Area,asian_cb,65,62,3,FALSE,No results,,
25540,"Hartford-East Hartford-Middletown, CT",1207677,9089,Metropolitan Statistical Area,black,455,409,46,FALSE,Not statistcially significant,1.3,13
25540,"Hartford-East Hartford-Middletown, CT",1207677,9089,Metropolitan Statistical Area,latino,550,487,63,TRUE,Statistically significant disparity,1.5,15
25540,"Hartford-East Hartford-Middletown, CT",1207677,9089,Metropolitan Statistical Area,native,21,19,2,FALSE,Not statistcially significant,0.7,7
25540,"Hartford-East Hartford-Middletown, CT",1207677,9089,Metropolitan Statistical Area,asian_cb,702,629,73,TRUE,Statistically significant disparity,1.9,19
16260,"Cedar City, UT",51213,485,Micropolitan Statistical Area,black,1,0,1,FALSE,No results,,
16260,"Cedar City, UT",51213,485,Micropolitan Statistical Area,latino,17,14,3,FALSE,No results,,
16260,"Cedar City, UT",51213,485,Micropolitan Statistical Area,native,2,1,1,FALSE,No results,,
16260,"Cedar City, UT",51213,485,Micropolitan Statistical Area,asian_cb,6,4,2,FALSE,No results,,
43420,"Sierra Vista-Douglas, AZ",125867,554,Metropolitan Statistical Area,black,7,7,0,FALSE,No results,,
